"DATE_NAME","GEOGRAPHY_NAME","VARIABLE_NAME","OBS_VALUE"
"Apr 2016-Mar 2017","North West","Economic activity rate - aged 16-64",75.7
"Apr 2016-Mar 2017","North West","Employment rate - aged 16-64",71.7
"Apr 2016-Mar 2017","North West","Unemployment rate - aged 16+",5.1
"Apr 2016-Mar 2017","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.7
"Apr 2016-Mar 2017","Yorkshire and The Humber","Employment rate - aged 16-64",72.8
"Apr 2016-Mar 2017","Yorkshire and The Humber","Unemployment rate - aged 16+",4.9
"Apr 2016-Mar 2017","East Midlands","Economic activity rate - aged 16-64",78.1
"Apr 2016-Mar 2017","East Midlands","Employment rate - aged 16-64",74.7
"Apr 2016-Mar 2017","East Midlands","Unemployment rate - aged 16+",4.3
"Apr 2016-Mar 2017","West Midlands","Economic activity rate - aged 16-64",75.6
"Apr 2016-Mar 2017","West Midlands","Employment rate - aged 16-64",71.4
"Apr 2016-Mar 2017","West Midlands","Unemployment rate - aged 16+",5.4
"Apr 2016-Mar 2017","East","Economic activity rate - aged 16-64",80.3
"Apr 2016-Mar 2017","East","Employment rate - aged 16-64",77.2
"Apr 2016-Mar 2017","East","Unemployment rate - aged 16+",3.8
"Apr 2016-Mar 2017","London","Economic activity rate - aged 16-64",78.3
"Apr 2016-Mar 2017","London","Employment rate - aged 16-64",73.8
"Apr 2016-Mar 2017","London","Unemployment rate - aged 16+",5.7
"Apr 2016-Mar 2017","South East","Economic activity rate - aged 16-64",80.8
"Apr 2016-Mar 2017","South East","Employment rate - aged 16-64",77.6
"Apr 2016-Mar 2017","South East","Unemployment rate - aged 16+",3.8
"Apr 2016-Mar 2017","South West","Economic activity rate - aged 16-64",80.8
"Apr 2016-Mar 2017","South West","Employment rate - aged 16-64",77.6
"Apr 2016-Mar 2017","South West","Unemployment rate - aged 16+",3.8
"Apr 2016-Mar 2017","Wales","Economic activity rate - aged 16-64",74.9
"Apr 2016-Mar 2017","Wales","Employment rate - aged 16-64",71.5
"Apr 2016-Mar 2017","Wales","Unemployment rate - aged 16+",4.4
"Apr 2016-Mar 2017","Scotland","Economic activity rate - aged 16-64",76.9
"Apr 2016-Mar 2017","Scotland","Employment rate - aged 16-64",73.4
"Apr 2016-Mar 2017","Scotland","Unemployment rate - aged 16+",4.4
"Jul 2016-Jun 2017","North East","Economic activity rate - aged 16-64",75.2
"Jul 2016-Jun 2017","North East","Employment rate - aged 16-64",70.2
"Jul 2016-Jun 2017","North East","Unemployment rate - aged 16+",6.5
"Jul 2016-Jun 2017","North West","Economic activity rate - aged 16-64",76.0
"Jul 2016-Jun 2017","North West","Employment rate - aged 16-64",72.3
"Jul 2016-Jun 2017","North West","Unemployment rate - aged 16+",4.7
"Jul 2016-Jun 2017","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.9
"Jul 2016-Jun 2017","Yorkshire and The Humber","Employment rate - aged 16-64",73.0
"Jul 2016-Jun 2017","Yorkshire and The Humber","Unemployment rate - aged 16+",5.0
"Jul 2016-Jun 2017","East Midlands","Economic activity rate - aged 16-64",77.4
"Jul 2016-Jun 2017","East Midlands","Employment rate - aged 16-64",73.9
"Jul 2016-Jun 2017","East Midlands","Unemployment rate - aged 16+",4.4
"Jul 2016-Jun 2017","West Midlands","Economic activity rate - aged 16-64",76.0
"Jul 2016-Jun 2017","West Midlands","Employment rate - aged 16-64",72.0
"Jul 2016-Jun 2017","West Midlands","Unemployment rate - aged 16+",5.1
"Jul 2016-Jun 2017","East","Economic activity rate - aged 16-64",80.2
"Jul 2016-Jun 2017","East","Employment rate - aged 16-64",77.0
"Jul 2016-Jun 2017","East","Unemployment rate - aged 16+",3.9
"Jul 2016-Jun 2017","London","Economic activity rate - aged 16-64",78.0
"Jul 2016-Jun 2017","London","Employment rate - aged 16-64",73.7
"Jul 2016-Jun 2017","London","Unemployment rate - aged 16+",5.5
"Jul 2016-Jun 2017","South East","Economic activity rate - aged 16-64",81.0
"Jul 2016-Jun 2017","South East","Employment rate - aged 16-64",78.1
"Jul 2016-Jun 2017","South East","Unemployment rate - aged 16+",3.5
"Jul 2016-Jun 2017","South West","Economic activity rate - aged 16-64",81.0
"Jul 2016-Jun 2017","South West","Employment rate - aged 16-64",77.9
"Jul 2016-Jun 2017","South West","Unemployment rate - aged 16+",3.7
"Jul 2016-Jun 2017","Wales","Economic activity rate - aged 16-64",75.2
"Jul 2016-Jun 2017","Wales","Employment rate - aged 16-64",71.6
"Jul 2016-Jun 2017","Wales","Unemployment rate - aged 16+",4.7
"Jul 2016-Jun 2017","Scotland","Economic activity rate - aged 16-64",76.9
"Jul 2016-Jun 2017","Scotland","Employment rate - aged 16-64",73.4
"Jul 2016-Jun 2017","Scotland","Unemployment rate - aged 16+",4.5
"Oct 2016-Sep 2017","North East","Economic activity rate - aged 16-64",75.4
"Oct 2016-Sep 2017","North East","Employment rate - aged 16-64",70.4
"Oct 2016-Sep 2017","North East","Unemployment rate - aged 16+",6.4
"Oct 2016-Sep 2017","North West","Economic activity rate - aged 16-64",76.2
"Oct 2016-Sep 2017","North West","Employment rate - aged 16-64",72.6
"Oct 2016-Sep 2017","North West","Unemployment rate - aged 16+",4.7
"Oct 2016-Sep 2017","Yorkshire and The Humber","Economic activity rate - aged 16-64",76.8
"Oct 2016-Sep 2017","Yorkshire and The Humber","Employment rate - aged 16-64",73.0
"Oct 2016-Sep 2017","Yorkshire and The Humber","Unemployment rate - aged 16+",4.9
"Oct 2016-Sep 2017","East Midlands","Economic activity rate - aged 16-64",77.3
"Oct 2016-Sep 2017","East Midlands","Employment rate - aged 16-64",74.0
"Oct 2016-Sep 2017","East Midlands","Unemployment rate - aged 16+",4.2
"Oct 2016-Sep 2017","West Midlands","Economic activity rate - aged 16-64",76.2
"Oct 2016-Sep 2017","West Midlands","Employment rate - aged 16-64",72.0
"Oct 2016-Sep 2017","West Midlands","Unemployment rate - aged 16+",5.4
"Oct 2016-Sep 2017","East","Economic activity rate - aged 16-64",80.2
"Oct 2016-Sep 2017","East","Employment rate - aged 16-64",77.3
"Oct 2016-Sep 2017","East","Unemployment rate - aged 16+",3.5
"Oct 2016-Sep 2017","London","Economic activity rate - aged 16-64",78.0
"Oct 2016-Sep 2017","London","Employment rate - aged 16-64",73.7
"Oct 2016-Sep 2017","London","Unemployment rate - aged 16+",5.4
"Oct 2016-Sep 2017","South East","Economic activity rate - aged 16-64",81.1
"Oct 2016-Sep 2017","South East","Employment rate - aged 16-64",78.4
"Oct 2016-Sep 2017","South East","Unemployment rate - aged 16+",3.4
"Oct 2016-Sep 2017","South West","Economic activity rate - aged 16-64",81.0
"Oct 2016-Sep 2017","South West","Employment rate - aged 16-64",78.1
"Oct 2016-Sep 2017","South West","Unemployment rate - aged 16+",3.5
"Oct 2016-Sep 2017","Wales","Economic activity rate - aged 16-64",75.7
"Oct 2016-Sep 2017","Wales","Employment rate - aged 16-64",72.0
"Oct 2016-Sep 2017","Wales","Unemployment rate - aged 16+",4.8
"Oct 2016-Sep 2017","Scotland","Economic activity rate - aged 16-64",77.2
"Oct 2016-Sep 2017","Scotland","Employment rate - aged 16-64",73.8
"Oct 2016-Sep 2017","Scotland","Unemployment rate - aged 16+",4.3
"Jan 2017-Dec 2017","North East","Economic activity rate - aged 16-64",75.4
"Jan 2017-Dec 2017","North East","Employment rate - aged 16-64",70.6
"Jan 2017-Dec 2017","North East","Unemployment rate - aged 16+",6.2
"Jan 2017-Dec 2017","North West","Economic activity rate - aged 16-64",76.5
"Jan 2017-Dec 2017","North West","Employment rate - aged 16-64",73.0
"Jan 2017-Dec 2017","North West","Unemployment rate - aged 16+",4.5
"Jan 2017-Dec 2017","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.4
"Jan 2017-Dec 2017","Yorkshire and The Humber","Employment rate - aged 16-64",73.4
"Jan 2017-Dec 2017","Yorkshire and The Humber","Unemployment rate - aged 16+",5.0
"Jan 2017-Dec 2017","East Midlands","Economic activity rate - aged 16-64",77.6
"Jan 2017-Dec 2017","East Midlands","Employment rate - aged 16-64",74.1
"Jan 2017-Dec 2017","East Midlands","Unemployment rate - aged 16+",4.4
"Jan 2017-Dec 2017","West Midlands","Economic activity rate - aged 16-64",76.4
"Jan 2017-Dec 2017","West Midlands","Employment rate - aged 16-64",72.3
"Jan 2017-Dec 2017","West Midlands","Unemployment rate - aged 16+",5.3
"Jan 2017-Dec 2017","East","Economic activity rate - aged 16-64",80.8
"Jan 2017-Dec 2017","East","Employment rate - aged 16-64",77.8
"Jan 2017-Dec 2017","East","Unemployment rate - aged 16+",3.6
"Jan 2017-Dec 2017","London","Economic activity rate - aged 16-64",78.1
"Jan 2017-Dec 2017","London","Employment rate - aged 16-64",73.9
"Jan 2017-Dec 2017","London","Unemployment rate - aged 16+",5.3
"Jan 2017-Dec 2017","South East","Economic activity rate - aged 16-64",81.4
"Jan 2017-Dec 2017","South East","Employment rate - aged 16-64",78.8
"Jan 2017-Dec 2017","South East","Unemployment rate - aged 16+",3.2
"Jan 2017-Dec 2017","South West","Economic activity rate - aged 16-64",81.4
"Jan 2017-Dec 2017","South West","Employment rate - aged 16-64",78.7
"Jan 2017-Dec 2017","South West","Unemployment rate - aged 16+",3.3
"Jan 2017-Dec 2017","Wales","Economic activity rate - aged 16-64",76.1
"Jan 2017-Dec 2017","Wales","Employment rate - aged 16-64",72.4
"Jan 2017-Dec 2017","Wales","Unemployment rate - aged 16+",4.7
"Jan 2017-Dec 2017","Scotland","Economic activity rate - aged 16-64",77.4
"Jan 2017-Dec 2017","Scotland","Employment rate - aged 16-64",74.2
"Jan 2017-Dec 2017","Scotland","Unemployment rate - aged 16+",4.1
"Apr 2017-Mar 2018","North East","Economic activity rate - aged 16-64",75.2
"Apr 2017-Mar 2018","North East","Employment rate - aged 16-64",71.1
"Apr 2017-Mar 2018","North East","Unemployment rate - aged 16+",5.5
"Apr 2017-Mar 2018","North West","Economic activity rate - aged 16-64",76.8
"Apr 2017-Mar 2018","North West","Employment rate - aged 16-64",73.4
"Apr 2017-Mar 2018","North West","Unemployment rate - aged 16+",4.4
"Apr 2017-Mar 2018","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.3
"Apr 2017-Mar 2018","Yorkshire and The Humber","Employment rate - aged 16-64",73.5
"Apr 2017-Mar 2018","Yorkshire and The Humber","Unemployment rate - aged 16+",4.8
"Apr 2017-Mar 2018","East Midlands","Economic activity rate - aged 16-64",77.9
"Apr 2017-Mar 2018","East Midlands","Employment rate - aged 16-64",74.7
"Apr 2017-Mar 2018","East Midlands","Unemployment rate - aged 16+",4.1
"Apr 2017-Mar 2018","West Midlands","Economic activity rate - aged 16-64",76.6
"Apr 2017-Mar 2018","West Midlands","Employment rate - aged 16-64",72.7
"Apr 2017-Mar 2018","West Midlands","Unemployment rate - aged 16+",5.0
"Apr 2017-Mar 2018","East","Economic activity rate - aged 16-64",80.7
"Apr 2017-Mar 2018","East","Employment rate - aged 16-64",77.6
"Apr 2017-Mar 2018","East","Unemployment rate - aged 16+",3.7
"Apr 2017-Mar 2018","London","Economic activity rate - aged 16-64",78.1
"Apr 2017-Mar 2018","London","Employment rate - aged 16-64",74.1
"Apr 2017-Mar 2018","London","Unemployment rate - aged 16+",5.0
"Apr 2017-Mar 2018","South East","Economic activity rate - aged 16-64",81.2
"Apr 2017-Mar 2018","South East","Employment rate - aged 16-64",78.5
"Apr 2017-Mar 2018","South East","Unemployment rate - aged 16+",3.4
"Apr 2017-Mar 2018","South West","Economic activity rate - aged 16-64",80.9
"Apr 2017-Mar 2018","South West","Employment rate - aged 16-64",78.2
"Apr 2017-Mar 2018","South West","Unemployment rate - aged 16+",3.3
"Apr 2017-Mar 2018","Wales","Economic activity rate - aged 16-64",76.5
"Apr 2017-Mar 2018","Wales","Employment rate - aged 16-64",72.8
"Apr 2017-Mar 2018","Wales","Unemployment rate - aged 16+",4.8
"Apr 2017-Mar 2018","Scotland","Economic activity rate - aged 16-64",77.6
"Apr 2017-Mar 2018","Scotland","Employment rate - aged 16-64",74.3
"Apr 2017-Mar 2018","Scotland","Unemployment rate - aged 16+",4.2
"Jul 2017-Jun 2018","North East","Economic activity rate - aged 16-64",74.7
"Jul 2017-Jun 2018","North East","Employment rate - aged 16-64",70.6
"Jul 2017-Jun 2018","North East","Unemployment rate - aged 16+",5.4
"Jul 2017-Jun 2018","North West","Economic activity rate - aged 16-64",76.7
"Jul 2017-Jun 2018","North West","Employment rate - aged 16-64",73.4
"Jul 2017-Jun 2018","North West","Unemployment rate - aged 16+",4.2
"Jul 2017-Jun 2018","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.2
"Jul 2017-Jun 2018","Yorkshire and The Humber","Employment rate - aged 16-64",73.5
"Jul 2017-Jun 2018","Yorkshire and The Humber","Unemployment rate - aged 16+",4.7
"Jul 2017-Jun 2018","East Midlands","Economic activity rate - aged 16-64",77.6
"Jul 2017-Jun 2018","East Midlands","Employment rate - aged 16-64",74.5
"Jul 2017-Jun 2018","East Midlands","Unemployment rate - aged 16+",3.9
"Jul 2017-Jun 2018","West Midlands","Economic activity rate - aged 16-64",76.6
"Jul 2017-Jun 2018","West Midlands","Employment rate - aged 16-64",72.8
"Jul 2017-Jun 2018","West Midlands","Unemployment rate - aged 16+",4.8
"Jul 2017-Jun 2018","East","Economic activity rate - aged 16-64",81.1
"Jul 2017-Jun 2018","East","Employment rate - aged 16-64",78.1
"Jul 2017-Jun 2018","East","Unemployment rate - aged 16+",3.6
"Jul 2017-Jun 2018","London","Economic activity rate - aged 16-64",78.2
"Jul 2017-Jun 2018","London","Employment rate - aged 16-64",74.2
"Jul 2017-Jun 2018","London","Unemployment rate - aged 16+",5.1
"Jul 2017-Jun 2018","South East","Economic activity rate - aged 16-64",81.1
"Jul 2017-Jun 2018","South East","Employment rate - aged 16-64",78.2
"Jul 2017-Jun 2018","South East","Unemployment rate - aged 16+",3.5
"Jul 2017-Jun 2018","South West","Economic activity rate - aged 16-64",80.9
"Jul 2017-Jun 2018","South West","Employment rate - aged 16-64",78.3
"Jul 2017-Jun 2018","South West","Unemployment rate - aged 16+",3.2
"Jul 2017-Jun 2018","Wales","Economic activity rate - aged 16-64",76.3
"Jul 2017-Jun 2018","Wales","Employment rate - aged 16-64",72.6
"Jul 2017-Jun 2018","Wales","Unemployment rate - aged 16+",4.8
"Jul 2017-Jun 2018","Scotland","Economic activity rate - aged 16-64",77.7
"Jul 2017-Jun 2018","Scotland","Employment rate - aged 16-64",74.5
"Jul 2017-Jun 2018","Scotland","Unemployment rate - aged 16+",4.1
"Oct 2017-Sep 2018","North East","Economic activity rate - aged 16-64",74.8
"Oct 2017-Sep 2018","North East","Employment rate - aged 16-64",70.8
"Oct 2017-Sep 2018","North East","Unemployment rate - aged 16+",5.2
"Oct 2017-Sep 2018","North West","Economic activity rate - aged 16-64",77.0
"Oct 2017-Sep 2018","North West","Employment rate - aged 16-64",73.7
"Oct 2017-Sep 2018","North West","Unemployment rate - aged 16+",4.1
"Oct 2017-Sep 2018","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.1
"Oct 2017-Sep 2018","Yorkshire and The Humber","Employment rate - aged 16-64",73.4
"Oct 2017-Sep 2018","Yorkshire and The Humber","Unemployment rate - aged 16+",4.7
"Oct 2017-Sep 2018","East Midlands","Economic activity rate - aged 16-64",78.2
"Oct 2017-Sep 2018","East Midlands","Employment rate - aged 16-64",74.8
"Oct 2017-Sep 2018","East Midlands","Unemployment rate - aged 16+",4.3
"Oct 2017-Sep 2018","West Midlands","Economic activity rate - aged 16-64",76.9
"Oct 2017-Sep 2018","West Midlands","Employment rate - aged 16-64",73.4
"Oct 2017-Sep 2018","West Midlands","Unemployment rate - aged 16+",4.5
"Oct 2017-Sep 2018","East","Economic activity rate - aged 16-64",80.9
"Oct 2017-Sep 2018","East","Employment rate - aged 16-64",77.7
"Oct 2017-Sep 2018","East","Unemployment rate - aged 16+",3.8
"Oct 2017-Sep 2018","London","Economic activity rate - aged 16-64",78.4
"Oct 2017-Sep 2018","London","Employment rate - aged 16-64",74.4
"Oct 2017-Sep 2018","London","Unemployment rate - aged 16+",5.1
"Oct 2017-Sep 2018","South East","Economic activity rate - aged 16-64",80.9
"Oct 2017-Sep 2018","South East","Employment rate - aged 16-64",78.0
"Oct 2017-Sep 2018","South East","Unemployment rate - aged 16+",3.4
"Oct 2017-Sep 2018","South West","Economic activity rate - aged 16-64",81.1
"Oct 2017-Sep 2018","South West","Employment rate - aged 16-64",78.7
"Oct 2017-Sep 2018","South West","Unemployment rate - aged 16+",2.9
"Oct 2017-Sep 2018","Wales","Economic activity rate - aged 16-64",76.2
"Oct 2017-Sep 2018","Wales","Employment rate - aged 16-64",72.6
"Oct 2017-Sep 2018","Wales","Unemployment rate - aged 16+",4.6
"Oct 2017-Sep 2018","Scotland","Economic activity rate - aged 16-64",77.6
"Oct 2017-Sep 2018","Scotland","Employment rate - aged 16-64",74.3
"Oct 2017-Sep 2018","Scotland","Unemployment rate - aged 16+",4.2
"Jan 2018-Dec 2018","North East","Economic activity rate - aged 16-64",75.3
"Jan 2018-Dec 2018","North East","Employment rate - aged 16-64",71.1
"Jan 2018-Dec 2018","North East","Unemployment rate - aged 16+",5.3
"Jan 2018-Dec 2018","North West","Economic activity rate - aged 16-64",76.9
"Jan 2018-Dec 2018","North West","Employment rate - aged 16-64",73.8
"Jan 2018-Dec 2018","North West","Unemployment rate - aged 16+",4.0
"Jan 2018-Dec 2018","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.1
"Jan 2018-Dec 2018","Yorkshire and The Humber","Employment rate - aged 16-64",73.6
"Jan 2018-Dec 2018","Yorkshire and The Humber","Unemployment rate - aged 16+",4.5
"Jan 2018-Dec 2018","East Midlands","Economic activity rate - aged 16-64",78.3
"Jan 2018-Dec 2018","East Midlands","Employment rate - aged 16-64",74.7
"Jan 2018-Dec 2018","East Midlands","Unemployment rate - aged 16+",4.5
"Jan 2018-Dec 2018","West Midlands","Economic activity rate - aged 16-64",77.0
"Jan 2018-Dec 2018","West Midlands","Employment rate - aged 16-64",73.3
"Jan 2018-Dec 2018","West Midlands","Unemployment rate - aged 16+",4.7
"Jan 2018-Dec 2018","East","Economic activity rate - aged 16-64",80.8
"Jan 2018-Dec 2018","East","Employment rate - aged 16-64",78.0
"Jan 2018-Dec 2018","East","Unemployment rate - aged 16+",3.5
"Jan 2018-Dec 2018","London","Economic activity rate - aged 16-64",78.2
"Jan 2018-Dec 2018","London","Employment rate - aged 16-64",74.3
"Jan 2018-Dec 2018","London","Unemployment rate - aged 16+",5.0
"Jan 2018-Dec 2018","South East","Economic activity rate - aged 16-64",80.8
"Jan 2018-Dec 2018","South East","Employment rate - aged 16-64",78.0
"Jan 2018-Dec 2018","South East","Unemployment rate - aged 16+",3.4
"Jan 2018-Dec 2018","South West","Economic activity rate - aged 16-64",81.3
"Jan 2018-Dec 2018","South West","Employment rate - aged 16-64",78.7
"Jan 2018-Dec 2018","South West","Unemployment rate - aged 16+",3.1
"Jan 2018-Dec 2018","Wales","Economic activity rate - aged 16-64",76.7
"Jan 2018-Dec 2018","Wales","Employment rate - aged 16-64",73.1
"Jan 2018-Dec 2018","Wales","Unemployment rate - aged 16+",4.5
"Jan 2018-Dec 2018","Scotland","Economic activity rate - aged 16-64",77.4
"Jan 2018-Dec 2018","Scotland","Employment rate - aged 16-64",74.1
"Jan 2018-Dec 2018","Scotland","Unemployment rate - aged 16+",4.3
"Apr 2018-Mar 2019","North East","Economic activity rate - aged 16-64",75.5
"Apr 2018-Mar 2019","North East","Employment rate - aged 16-64",71.1
"Apr 2018-Mar 2019","North East","Unemployment rate - aged 16+",5.7
"Apr 2018-Mar 2019","North West","Economic activity rate - aged 16-64",76.9
"Apr 2018-Mar 2019","North West","Employment rate - aged 16-64",73.8
"Apr 2018-Mar 2019","North West","Unemployment rate - aged 16+",3.9
"Apr 2018-Mar 2019","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.3
"Apr 2018-Mar 2019","Yorkshire and The Humber","Employment rate - aged 16-64",73.7
"Apr 2018-Mar 2019","Yorkshire and The Humber","Unemployment rate - aged 16+",4.5
"Apr 2018-Mar 2019","East Midlands","Economic activity rate - aged 16-64",79.0
"Apr 2018-Mar 2019","East Midlands","Employment rate - aged 16-64",75.2
"Apr 2018-Mar 2019","East Midlands","Unemployment rate - aged 16+",4.6
"Apr 2018-Mar 2019","West Midlands","Economic activity rate - aged 16-64",77.5
"Apr 2018-Mar 2019","West Midlands","Employment rate - aged 16-64",73.8
"Apr 2018-Mar 2019","West Midlands","Unemployment rate - aged 16+",4.6
"Apr 2018-Mar 2019","East","Economic activity rate - aged 16-64",81.2
"Apr 2018-Mar 2019","East","Employment rate - aged 16-64",78.4
"Apr 2018-Mar 2019","East","Unemployment rate - aged 16+",3.4
"Apr 2018-Mar 2019","London","Economic activity rate - aged 16-64",78.1
"Apr 2018-Mar 2019","London","Employment rate - aged 16-64",74.2
"Apr 2018-Mar 2019","London","Unemployment rate - aged 16+",4.9
"Apr 2018-Mar 2019","South East","Economic activity rate - aged 16-64",81.1
"Apr 2018-Mar 2019","South East","Employment rate - aged 16-64",78.4
"Apr 2018-Mar 2019","South East","Unemployment rate - aged 16+",3.3
"Apr 2018-Mar 2019","South West","Economic activity rate - aged 16-64",81.4
"Apr 2018-Mar 2019","South West","Employment rate - aged 16-64",78.9
"Apr 2018-Mar 2019","South West","Unemployment rate - aged 16+",3.0
"Apr 2018-Mar 2019","Wales","Economic activity rate - aged 16-64",76.7
"Apr 2018-Mar 2019","Wales","Employment rate - aged 16-64",73.1
"Apr 2018-Mar 2019","Wales","Unemployment rate - aged 16+",4.5
"Apr 2018-Mar 2019","Scotland","Economic activity rate - aged 16-64",77.8
"Apr 2018-Mar 2019","Scotland","Employment rate - aged 16-64",74.5
"Apr 2018-Mar 2019","Scotland","Unemployment rate - aged 16+",4.1
"Jul 2018-Jun 2019","North East","Economic activity rate - aged 16-64",75.8
"Jul 2018-Jun 2019","North East","Employment rate - aged 16-64",71.4
"Jul 2018-Jun 2019","North East","Unemployment rate - aged 16+",5.7
"Jul 2018-Jun 2019","North West","Economic activity rate - aged 16-64",77.1
"Jul 2018-Jun 2019","North West","Employment rate - aged 16-64",73.9
"Jul 2018-Jun 2019","North West","Unemployment rate - aged 16+",4.0
"Jul 2018-Jun 2019","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.4
"Jul 2018-Jun 2019","Yorkshire and The Humber","Employment rate - aged 16-64",73.8
"Jul 2018-Jun 2019","Yorkshire and The Humber","Unemployment rate - aged 16+",4.5
"Jul 2018-Jun 2019","East Midlands","Economic activity rate - aged 16-64",79.7
"Jul 2018-Jun 2019","East Midlands","Employment rate - aged 16-64",76.0
"Jul 2018-Jun 2019","East Midlands","Unemployment rate - aged 16+",4.6
"Jul 2018-Jun 2019","West Midlands","Economic activity rate - aged 16-64",77.3
"Jul 2018-Jun 2019","West Midlands","Employment rate - aged 16-64",73.5
"Jul 2018-Jun 2019","West Midlands","Unemployment rate - aged 16+",4.7
"Jul 2018-Jun 2019","East","Economic activity rate - aged 16-64",80.9
"Jul 2018-Jun 2019","East","Employment rate - aged 16-64",78.3
"Jul 2018-Jun 2019","East","Unemployment rate - aged 16+",3.2
"Jul 2018-Jun 2019","London","Economic activity rate - aged 16-64",78.2
"Jul 2018-Jun 2019","London","Employment rate - aged 16-64",74.5
"Jul 2018-Jun 2019","London","Unemployment rate - aged 16+",4.7
"Jul 2018-Jun 2019","South East","Economic activity rate - aged 16-64",81.6
"Jul 2018-Jun 2019","South East","Employment rate - aged 16-64",79.0
"Jul 2018-Jun 2019","South East","Unemployment rate - aged 16+",3.1
"Jul 2018-Jun 2019","South West","Economic activity rate - aged 16-64",81.9
"Jul 2018-Jun 2019","South West","Employment rate - aged 16-64",79.3
"Jul 2018-Jun 2019","South West","Unemployment rate - aged 16+",3.1
"Jul 2018-Jun 2019","Wales","Economic activity rate - aged 16-64",76.5
"Jul 2018-Jun 2019","Wales","Employment rate - aged 16-64",73.2
"Jul 2018-Jun 2019","Wales","Unemployment rate - aged 16+",4.2
"Jul 2018-Jun 2019","Scotland","Economic activity rate - aged 16-64",77.9
"Jul 2018-Jun 2019","Scotland","Employment rate - aged 16-64",74.7
"Jul 2018-Jun 2019","Scotland","Unemployment rate - aged 16+",4.1
"Oct 2018-Sep 2019","North East","Economic activity rate - aged 16-64",75.7
"Oct 2018-Sep 2019","North East","Employment rate - aged 16-64",71.2
"Oct 2018-Sep 2019","North East","Unemployment rate - aged 16+",5.7
"Oct 2018-Sep 2019","North West","Economic activity rate - aged 16-64",77.4
"Oct 2018-Sep 2019","North West","Employment rate - aged 16-64",74.3
"Oct 2018-Sep 2019","North West","Unemployment rate - aged 16+",3.9
"Oct 2018-Sep 2019","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.3
"Oct 2018-Sep 2019","Yorkshire and The Humber","Employment rate - aged 16-64",73.8
"Oct 2018-Sep 2019","Yorkshire and The Humber","Unemployment rate - aged 16+",4.3
"Oct 2018-Sep 2019","East Midlands","Economic activity rate - aged 16-64",79.4
"Oct 2018-Sep 2019","East Midlands","Employment rate - aged 16-64",76.0
"Oct 2018-Sep 2019","East Midlands","Unemployment rate - aged 16+",4.2
"Oct 2018-Sep 2019","West Midlands","Economic activity rate - aged 16-64",77.4
"Oct 2018-Sep 2019","West Midlands","Employment rate - aged 16-64",73.8
"Oct 2018-Sep 2019","West Midlands","Unemployment rate - aged 16+",4.5
"Oct 2018-Sep 2019","East","Economic activity rate - aged 16-64",80.5
"Oct 2018-Sep 2019","East","Employment rate - aged 16-64",78.1
"Oct 2018-Sep 2019","East","Unemployment rate - aged 16+",3.0
"Oct 2018-Sep 2019","London","Economic activity rate - aged 16-64",78.1
"Oct 2018-Sep 2019","London","Employment rate - aged 16-64",74.4
"Oct 2018-Sep 2019","London","Unemployment rate - aged 16+",4.6
"Oct 2018-Sep 2019","South East","Economic activity rate - aged 16-64",81.9
"Oct 2018-Sep 2019","South East","Employment rate - aged 16-64",79.3
"Oct 2018-Sep 2019","South East","Unemployment rate - aged 16+",3.1
"Oct 2018-Sep 2019","South West","Economic activity rate - aged 16-64",82.0
"Oct 2018-Sep 2019","South West","Employment rate - aged 16-64",79.2
"Oct 2018-Sep 2019","South West","Unemployment rate - aged 16+",3.3
"Oct 2018-Sep 2019","Wales","Economic activity rate - aged 16-64",76.8
"Oct 2018-Sep 2019","Wales","Employment rate - aged 16-64",73.5
"Oct 2018-Sep 2019","Wales","Unemployment rate - aged 16+",4.1
"Oct 2018-Sep 2019","Scotland","Economic activity rate - aged 16-64",77.8
"Oct 2018-Sep 2019","Scotland","Employment rate - aged 16-64",74.8
"Oct 2018-Sep 2019","Scotland","Unemployment rate - aged 16+",3.9
"Jan 2019-Dec 2019","North East","Economic activity rate - aged 16-64",75.0
"Jan 2019-Dec 2019","North East","Employment rate - aged 16-64",70.5
"Jan 2019-Dec 2019","North East","Unemployment rate - aged 16+",5.8
"Jan 2019-Dec 2019","North West","Economic activity rate - aged 16-64",77.7
"Jan 2019-Dec 2019","North West","Employment rate - aged 16-64",74.5
"Jan 2019-Dec 2019","North West","Unemployment rate - aged 16+",4.1
"Jan 2019-Dec 2019","Yorkshire and The Humber","Economic activity rate - aged 16-64",77.2
"Jan 2019-Dec 2019","Yorkshire and The Humber","Employment rate - aged 16-64",73.7
"Jan 2019-Dec 2019","Yorkshire and The Humber","Unemployment rate - aged 16+",4.4
"Jan 2019-Dec 2019","East Midlands","Economic activity rate - aged 16-64",80.0
"Jan 2019-Dec 2019","East Midlands","Employment rate - aged 16-64",76.9
"Jan 2019-Dec 2019","East Midlands","Unemployment rate - aged 16+",3.7
